Name,BatchKeyPath,Description,BatchValueName,DisplayName,StartMode,ServiceType,NameKeyLastWrite,ParametersKeyLastWrite,Group,ImagePath,ServiceDLL,RequiredPrivileges
flpydisk,ROOT\ControlSet001\Services,,None,"@flpydisk.inf,%floppy_ServiceDesc%;Floppy Disk Driver",Manual,KernelDriver,2022-05-07 05:24:22.3400512,,,\SystemRoot\System32\drivers\flpydisk.sys,,
FltMgr,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\fltmgr.sys,-10000",None,"@%SystemRoot%\system32\drivers\fltmgr.sys,-10001",Boot,FileSystemDriver,2022-05-07 05:25:13.7965355,,FSFilter Infrastructure,system32\drivers\fltmgr.sys,,
FontCache,ROOT\ControlSet001\Services,"@%systemroot%\system32\FntCache.dll,-101",None,"@%systemroot%\system32\FntCache.dll,-100",Automatic,Win32ShareProcess,2022-05-07 05:25:13.7965355,2022-05-07 05:25:13.7965355,AudioGroup,%SystemRoot%\system32\svchost.exe -k LocalService -p,%SystemRoot%\system32\FntCache.dll,SeChangeNotifyPrivilege SeAuditPrivilege SeImpersonatePrivilege
FrameServer,ROOT\ControlSet001\Services,"@%systemroot%\system32\FrameServer.dll,-101",None,"@%systemroot%\system32\FrameServer.dll,-100",Manual,Win32ShareProcess,2022-05-07 05:26:02.8155390,2022-05-07 05:25:13.7965355,,%SystemRoot%\System32\svchost.exe -k Camera,%SystemRoot%\system32\FrameServer.dll,
FrameServerMonitor,ROOT\ControlSet001\Services,"@%systemroot%\system32\FrameServerMonitor.dll,-101",None,"@%systemroot%\system32\FrameServerMonitor.dll,-100",Manual,Win32OwnProcess,2022-05-07 05:26:02.8155390,2022-05-07 05:25:13.7965355,,%SystemRoot%\System32\svchost.exe -k CameraMonitor,%SystemRoot%\system32\FrameServerMonitor.dll,
FsDepends,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\fsdepends.sys,-10000",None,"@%SystemRoot%\system32\drivers\fsdepends.sys,-10001",Manual,FileSystemDriver,2022-05-07 05:25:13.7965355,2022-05-07 05:25:13.7965355,FSFilter Top,System32\drivers\FsDepends.sys,,
Fs_Rec,ROOT\ControlSet001\Services,,None,,Boot,RecognizerDriver,2022-05-07 05:25:13.7965355,,File System,,,
fvevol,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\fvevol.sys,-100",None,"@%SystemRoot%\system32\drivers\fvevol.sys,-100",Boot,KernelDriver,2025-03-10 04:54:19.9311874,2022-05-07 07:39:43.6562287,PnP Filter,System32\DRIVERS\fvevol.sys,,
GameInputSvc,ROOT\ControlSet001\Services,"@%systemroot%\system32\GameInputSvc.exe,-102",None,"@%systemroot%\system32\GameInputSvc.exe,-101",Manual,Win32OwnProcess,2025-03-09 06:15:17.3096015,,,%SystemRoot%\System32\GameInputSvc.exe,,SeTcbPrivilege SeAssignPrimaryTokenPrivilege
gencounter,ROOT\ControlSet001\Services,,None,"@wgencounter.inf,%GenCounter.SVCDESC%;Microsoft Hyper-V Generation Counter",Manual,KernelDriver,2025-03-10 04:54:16.7029080,2025-02-05 00:08:54.1934909,,\SystemRoot\System32\drivers\vmgencounter.sys,,
genericusbfn,ROOT\ControlSet001\Services,,None,"@genericusbfn.inf,%genericusbfn.ServiceName%;Generic USB Function Class",Manual,KernelDriver,2022-05-07 05:24:30.0750702,,Base,\SystemRoot\System32\DriverStore\FileRepository\genericusbfn.inf_amd64_cea150c98a1ca844\genericusbfn.sys,,
GenPass,ROOT\ControlSet001\Services,,None,"@genpass.inf,%GenPass.SVCDESC%;Microsoft GenPass Driver",Boot,KernelDriver,2025-02-05 00:08:53.9876629,2025-02-05 00:08:53.9452390,,System32\DriverStore\FileRepository\genpass.inf_amd64_bef88a423225ecdc\genpass.sys,,
GPIOClx0101,ROOT\ControlSet001\Services,,None,Microsoft GPIO Class Extension Driver,Manual,KernelDriver,2022-05-07 05:25:13.7965355,,System Bus Extender,System32\Drivers\msgpioclx.sys,,
gpsvc,ROOT\ControlSet001\Services,"@gpapi.dll,-113",None,"@gpapi.dll,-112",Automatic,Win32ShareProcess,2022-05-07 05:26:02.8155390,2022-05-07 05:25:13.7965355,ProfSvc_Group,%systemroot%\system32\svchost.exe -k netsvcs -p,%SystemRoot%\System32\gpsvc.dll,SeImpersonatePrivilege SeTcbPrivilege SeTakeOwnershipPrivilege SeIncreaseQuotaPrivilege SeAssignPrimaryTokenPrivilege SeSecurityPrivilege SeChangeNotifyPrivilege SeCreatePermanentPrivilege SeShutdownPrivilege SeLoadDriverPrivilege SeRestorePrivilege SeBackupPrivilege SeCreatePagefilePrivilege
GraphicsPerfSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\GraphicsPerfSvc.dll,-101",None,"@%SystemRoot%\system32\GraphicsPerfSvc.dll,-100",Manual,Win32ShareProcess,2022-05-07 05:26:02.8155390,2022-05-07 05:25:13.7965355,,%SystemRoot%\System32\svchost.exe -k GraphicsPerfSvcGroup,%SystemRoot%\System32\GraphicsPerfSvc.dll,
HdAudAddService,ROOT\ControlSet001\Services,,None,"@hdaudio.inf,%UAAFunctionDriverForHdAudio.SvcDesc%;Microsoft 1.1 UAA Function Driver for High Definition Audio Service",Manual,KernelDriver,2025-03-10 04:54:20.6520632,,,\SystemRoot\System32\drivers\HdAudio.sys,,
HDAudBus,ROOT\ControlSet001\Services,,None,"@hdaudbus.inf,%HDAudBus.SVCDESC%;Microsoft UAA Bus Driver for High Definition Audio",Manual,KernelDriver,2025-03-10 04:54:17.8667996,2025-02-05 00:10:39.1809635,Extended Base,\SystemRoot\System32\drivers\HDAudBus.sys,,
HidBatt,ROOT\ControlSet001\Services,,None,"@hidbatt.inf,%HidBatt.SvcDesc%;HID UPS Battery Driver",Manual,KernelDriver,2022-05-07 05:24:22.3869383,,,\SystemRoot\System32\drivers\HidBatt.sys,,
HidBth,ROOT\ControlSet001\Services,,None,"@hidbth.inf,%HIDBTH.SvcDesc%;Microsoft Bluetooth HID Miniport",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,extended base,\SystemRoot\System32\drivers\hidbth.sys,,
hidi2c,ROOT\ControlSet001\Services,,None,"@hidi2c.inf,%hidi2c.SVCDESC%;Microsoft I2C HID Miniport Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,Extended Base,\SystemRoot\System32\drivers\hidi2c.sys,,
hidinterrupt,ROOT\ControlSet001\Services,,None,"@hidinterrupt.inf,%HID_Interrupt.SvcDesc%;Common Driver for HID Buttons implemented with interrupts",Manual,KernelDriver,2022-05-07 05:24:29.6219241,,Extended Base,\SystemRoot\System32\drivers\hidinterrupt.sys,,
HidIr,ROOT\ControlSet001\Services,,None,"@hidir.inf,%HIDIR.SvcDesc%;Microsoft Infrared HID Driver",Manual,KernelDriver,2022-05-07 05:24:12.9645181,2022-05-07 05:24:12.9645181,extended base,\SystemRoot\System32\drivers\hidir.sys,,
hidserv,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\hidserv.dll,-102",None,"@%SystemRoot%\System32\hidserv.dll,-101",Manual,Win32ShareProcess,2022-05-07 05:26:02.8155390,2022-05-07 05:25:13.7965355,,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\system32\hidserv.dll,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
hidspi,ROOT\ControlSet001\Services,,None,"@hidspi_km.inf,%hidspi.SVCDESC%;Microsoft SPI HID Miniport Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,2025-03-09 06:15:17.3096015,Extended Base,\SystemRoot\System32\drivers\hidspi.sys,,
HidSpiCx,ROOT\ControlSet001\Services,,None,HidSpi KMDF Class Extension,Manual,KernelDriver,2022-05-07 05:25:13.7965355,2022-05-07 05:25:13.7965355,,system32\drivers\HidSpiCx.sys,,
HidUsb,ROOT\ControlSet001\Services,,None,"@input.inf,%HID.SvcDesc%;Microsoft HID Class Driver",Manual,KernelDriver,2025-03-10 04:54:21.0187138,,extended base,\SystemRoot\System32\drivers\hidusb.sys,,
HpSAMD,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:18.0584126,SCSI Miniport,System32\drivers\HpSAMD.sys,,
Hsp,ROOT\ControlSet001\Services,,None,"@hsp.inf,%Hsp.SVCDESC%;Microsoft Pluton Service",Manual,KernelDriver,2025-03-09 06:15:17.3096015,2022-05-07 05:24:28.2468214,,\SystemRoot\System32\drivers\Hsp.sys,,
HTTP,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\http.sys,-2",None,"@%SystemRoot%\system32\drivers\http.sys,-1",Manual,KernelDriver,2022-05-07 05:25:13.7965355,2025-02-05 00:09:01.7179520,,system32\drivers\HTTP.sys,,
hvcrash,ROOT\ControlSet001\Services,,None,,Disabled,KernelDriver,2022-05-07 05:25:13.4683992,,,\SystemRoot\System32\drivers\hvcrash.sys,,
HvHost,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\hvhostsvc.dll,-101",None,"@%SystemRoot%\system32\hvhostsvc.dll,-100",Manual,Win32ShareProcess,2022-05-07 05:26:02.8155390,2022-05-07 05:25:13.7965355,,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\System32\hvhostsvc.dll,
hvservice,ROOT\ControlSet001\Services,,None,"@hvservice.inf,%hvservice.SvcDesc%;Microsoft Hypervisor Service Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,,\SystemRoot\System32\drivers\hvservice.sys,,
HwNClx0101,ROOT\ControlSet001\Services,,None,Microsoft Hardware Notifications Class Extension Driver,Manual,KernelDriver,2022-05-07 05:25:13.7965355,,System,System32\Drivers\mshwnclx.sys,,
hwpolicy,ROOT\ControlSet001\Services,"@%systemroot%\system32\drivers\hwpolicy.sys,-102",None,"@%systemroot%\system32\drivers\hwpolicy.sys,-101",Boot,KernelDriver,2022-05-07 05:25:13.7965355,,,System32\drivers\hwpolicy.sys,,
hyperkbd,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2022-05-07 05:24:31.9345895,,Extended Base,\SystemRoot\System32\drivers\hyperkbd.sys,,
HyperVideo,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2022-05-07 05:24:31.9033215,,Video,\SystemRoot\System32\drivers\HyperVideo.sys,,
i8042prt,ROOT\ControlSet001\Services,,None,"@keyboard.inf,%i8042prt.SvcDesc%;i8042 Keyboard and PS/2 Mouse Port Driver",Manual,KernelDriver,2025-03-10 04:54:16.7185363,2025-03-09 06:15:17.3096015,Keyboard Port,\SystemRoot\System32\drivers\i8042prt.sys,,
iagpio,ROOT\ControlSet001\Services,,None,"@iagpio.inf,%iagpio.SVCDESC%;Intel Serial IO GPIO Controller Driver",Manual,KernelDriver,2022-05-07 05:24:11.3863546,,,\SystemRoot\System32\drivers\iagpio.sys,,
iai2c,ROOT\ControlSet001\Services,,None,"@iai2c.inf,%iai2c.SVCDESC%;Intel(R) Serial IO I2C Host Controller",Manual,KernelDriver,2022-05-07 05:24:11.7769883,,Base,\SystemRoot\System32\drivers\iai2c.sys,,
iaLPSS2i_GPIO2,ROOT\ControlSet001\Services,,None,"@iaLPSS2i_GPIO2_SKL.inf,%iaLPSS2i_GPIO2.SVCDESC%;Intel(R) Serial IO GPIO Driver v2",Manual,KernelDriver,2022-05-07 05:24:11.4957111,,Extended Base,\SystemRoot\System32\drivers\iaLPSS2i_GPIO2.sys,,
iaLPSS2i_GPIO2_BXT_P,ROOT\ControlSet001\Services,,None,"@iaLPSS2i_GPIO2_BXT_P.inf,%iaLPSS2i_GPIO2_BXT_P.SVCDESC%;Intel(R) Serial IO GPIO Driver v2",Manual,KernelDriver,2022-05-07 05:24:11.4019745,,Extended Base,\SystemRoot\System32\drivers\iaLPSS2i_GPIO2_BXT_P.sys,,
iaLPSS2i_GPIO2_CNL,ROOT\ControlSet001\Services,,None,"@iaLPSS2i_GPIO2_CNL.inf,%iaLPSS2i_GPIO2_CNL.SVCDESC%;Intel(R) Serial IO GPIO Driver v2",Manual,KernelDriver,2022-05-07 05:24:11.4488398,,Extended Base,\SystemRoot\System32\drivers\iaLPSS2i_GPIO2_CNL.sys,,
iaLPSS2i_GPIO2_GLK,ROOT\ControlSet001\Services,,None,"@iaLPSS2i_GPIO2_GLK.inf,%iaLPSS2i_GPIO2_GLK.SVCDESC%;Intel(R) Serial IO GPIO Driver v2",Manual,KernelDriver,2022-05-07 05:24:11.4646249,,Extended Base,\SystemRoot\System32\drivers\iaLPSS2i_GPIO2_GLK.sys,,
iaLPSS2i_I2C,ROOT\ControlSet001\Services,,None,"@iaLPSS2i_I2C_SKL.inf,%iaLPSS2i_I2C.SVCDESC%;Intel(R) Serial IO I2C Driver v2",Manual,KernelDriver,2022-05-07 05:24:11.6832259,,Base,\SystemRoot\System32\drivers\iaLPSS2i_I2C.sys,,
iaLPSS2i_I2C_BXT_P,ROOT\ControlSet001\Services,,None,"@iaLPSS2i_I2C_BXT_P.inf,%iaLPSS2i_I2C_BXT_P.SVCDESC%;Intel(R) Serial IO I2C Driver v2",Manual,KernelDriver,2022-05-07 05:24:11.5269693,,Base,\SystemRoot\System32\drivers\iaLPSS2i_I2C_BXT_P.sys,,
iaLPSS2i_I2C_CNL,ROOT\ControlSet001\Services,,None,"@iaLPSS2i_I2C_CNL.inf,%iaLPSS2i_I2C_CNL.SVCDESC%;Intel(R) Serial IO I2C Driver v2",Manual,KernelDriver,2022-05-07 05:24:11.5582225,,Base,\SystemRoot\System32\drivers\iaLPSS2i_I2C_CNL.sys,,
iaLPSS2i_I2C_GLK,ROOT\ControlSet001\Services,,None,"@iaLPSS2i_I2C_GLK.inf,%iaLPSS2i_I2C_GLK.SVCDESC%;Intel(R) Serial IO I2C Driver v2",Manual,KernelDriver,2022-05-07 05:24:11.6363522,,Base,\SystemRoot\System32\drivers\iaLPSS2i_I2C_GLK.sys,,
iaLPSSi_GPIO,ROOT\ControlSet001\Services,,None,"@ialpssi_gpio.inf,%iaLPSSi_GPIO.SVCDESC%;Intel(R) Serial IO GPIO Controller Driver",Manual,KernelDriver,2022-05-07 05:24:15.4645901,,Extended Base,\SystemRoot\System32\drivers\iaLPSSi_GPIO.sys,,
iaLPSSi_I2C,ROOT\ControlSet001\Services,,None,"@ialpssi_i2c.inf,%iaLPSSi_I2C.SVCDESC%;Intel(R) Serial IO I2C Controller Driver",Manual,KernelDriver,2022-05-07 05:24:13.1051417,,Base,\SystemRoot\System32\drivers\iaLPSSi_I2C.sys,,
iaStorAV,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.4840364,,,,,
iaStorAVC,ROOT\ControlSet001\Services,,None,"@iastorav.inf,%iaStorAVC.DeviceDesc%;Intel Chipset SATA RAID Controller",Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:22.4338124,SCSI miniport,System32\drivers\iaStorAVC.sys,,
iaStorV,ROOT\ControlSet001\Services,,None,"@iastorv.inf,%*PNP0600.DeviceDesc%;Intel RAID Controller Windows 7",Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:22.4963622,SCSI Miniport,System32\drivers\iaStorV.sys,,
ibbus,ROOT\ControlSet001\Services,,None,"@mlx4_bus.inf,%Ibbus.ServiceDesc%;Mellanox InfiniBand Bus/AL (Filter Driver)",Manual,KernelDriver,2022-05-07 05:24:21.7618555,2022-05-07 05:24:21.7618555,PnP Filter,\SystemRoot\System32\drivers\ibbus.sys,,
icssvc,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\tetheringservice.dll,-4098",None,"@%SystemRoot%\System32\tetheringservice.dll,-4097",Manual,Win32ShareProcess,2022-05-07 05:26:02.8155390,2022-05-07 05:25:13.7965355,TDI,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\System32\tetheringservice.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege
IKEEXT,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\ikeext.dll,-502",None,"@%SystemRoot%\system32\ikeext.dll,-501",Manual,Win32ShareProcess,2022-05-07 05:26:02.7999142,2022-05-07 05:25:13.7965355,,%systemroot%\system32\svchost.exe -k netsvcs -p,%SystemRoot%\System32\ikeext.dll,SeAuditPrivilege SeImpersonatePrivilege SeTcbPrivilege SeDebugPrivilege
IndirectKmd,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\IndirectKmd.sys,-101",None,"@%SystemRoot%\system32\drivers\IndirectKmd.sys,-100",Manual,KernelDriver,2022-05-07 05:25:13.7965355,,Base,\SystemRoot\System32\drivers\IndirectKmd.sys,,
inetaccs,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.7965355,2022-05-07 05:25:13.7965355,,,,
InstallService,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\InstallService.dll,-201",None,"@%SystemRoot%\system32\InstallService.dll,-200",Manual,Win32OwnProcess,2022-05-07 05:25:13.7965355,2022-05-07 05:25:13.7965355,,%SystemRoot%\System32\svchost.exe -k netsvcs -p,%SystemRoot%\system32\InstallService.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege SeTcbPrivilege
intelide,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-03-10 04:54:16.6564189,,System Bus Extender,System32\drivers\intelide.sys,,
intelpep,ROOT\ControlSet001\Services,,None,"@intelpep.inf,%INTELPEP.SVCDESC%;Intel(R) Power Engine Plug-in Driver",Boot,KernelDriver,2025-03-09 06:15:17.3096015,2025-02-05 00:08:49.6147790,Core Security Extensions,System32\drivers\intelpep.sys,,
intelpmax,ROOT\ControlSet001\Services,,None,"@intelpmax.inf,%SvcDesc%;Intel(R) Dynamic Device Peak Power Manager Driver",Manual,KernelDriver,2022-05-07 05:24:11.7926098,,Extended Base,\SystemRoot\System32\drivers\intelpmax.sys,,
IntelPMT,ROOT\ControlSet001\Services,,None,"@intelpmt.inf,%IntelPMT.SVCDESC%;Intel(R) Platform Monitoring Technology Service",Boot,KernelDriver,2025-03-09 06:15:17.3096015,2025-02-05 00:10:35.0027094,Core Security Extensions,System32\drivers\IntelPMT.sys,,
intelppm,ROOT\ControlSet001\Services,,None,"@cpu.inf,%IntelPPM.SvcDesc%;Intel Processor Driver",Manual,KernelDriver,2025-03-10 04:54:16.4062861,2025-02-05 00:10:39.2118820,Extended Base,\SystemRoot\System32\drivers\intelppm.sys,,
InventorySvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\inventorysvc.dll,-502",None,"@%SystemRoot%\system32\inventorysvc.dll,-501",Manual,Win32ShareProcess,2022-05-07 05:25:13.7965355,2022-05-07 05:25:13.7965355,,%systemroot%\system32\svchost.exe -k InvSvcGroup -p,%systemroot%\system32\inventorysvc.dll,SeBackupPrivilege SeRestorePrivilege
iorate,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\iorate.sys,-102",None,"@%SystemRoot%\system32\drivers\iorate.sys,-101",Boot,KernelDriver,2022-05-07 05:25:13.7965355,2022-05-07 05:25:13.7965355,PnP Filter,system32\drivers\iorate.sys,,
IpFilterDriver,ROOT\ControlSet001\Services,"@%systemroot%\system32\mprmsg.dll,-32013",None,"@%systemroot%\system32\mprmsg.dll,-32013",Manual,KernelDriver,2022-05-07 05:25:13.7965355,,,system32\DRIVERS\ipfltdrv.sys,,
iphlpsvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\iphlpsvc.dll,-501",None,"@%SystemRoot%\system32\iphlpsvc.dll,-500",Automatic,Win32ShareProcess,2025-02-05 00:10:46.2905960,2025-02-05 00:10:46.1968537,,%SystemRoot%\System32\svchost.exe -k NetSvcs -p,%SystemRoot%\System32\iphlpsvc.dll,SeCreateGlobalPrivilege SeImpersonatePrivilege SeLoadDriverPrivilege SeTcbPrivilege
IPMIDRV,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2025-03-09 06:15:17.3096015,,,\SystemRoot\System32\drivers\IPMIDrv.sys,,
IPNAT,ROOT\ControlSet001\Services,,None,IP Network Address Translator,Manual,KernelDriver,2022-05-07 05:25:13.7809132,,,System32\drivers\ipnat.sys,,
IPT,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2025-02-05 00:09:01.9058719,,,\SystemRoot\System32\drivers\ipt.sys,,
IpxlatCfgSvc,ROOT\ControlSet001\Services,"@%Systemroot%\system32\ipxlatcfg.dll,-501",None,"@%Systemroot%\system32\ipxlatcfg.dll,-500",Manual,Win32ShareProcess,2022-05-07 05:26:02.7999142,2022-05-07 05:25:13.7809132,,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\System32\IpxlatCfg.dll,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege SeLoadDriverPrivilege SeTakeOwnershipPrivilege
isapnp,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,,Boot Bus Extender,System32\drivers\isapnp.sys,,
iScsiPrt,ROOT\ControlSet001\Services,,None,"@iscsi.inf,%iScsiPortName%;iScsiPort Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,2025-03-09 06:15:17.3096015,,\SystemRoot\System32\drivers\msiscsi.sys,,
ItSas35i,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:18.1678321,SCSI Miniport,System32\drivers\ItSas35i.sys,,
kbdclass,ROOT\ControlSet001\Services,,None,"@keyboard.inf,%kbdclass.SvcDesc%;Keyboard Class Driver",Manual,KernelDriver,2025-03-10 04:54:16.7185363,2025-02-05 00:08:54.1621737,,\SystemRoot\System32\drivers\kbdclass.sys,,
kbdhid,ROOT\ControlSet001\Services,,None,"@keyboard.inf,%KBDHID.SvcDesc%;Keyboard HID Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,2025-03-09 06:15:17.3096015,,\SystemRoot\System32\drivers\kbdhid.sys,,
kbldfltr,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2022-05-07 07:39:43.6562287,,Extended Base,system32\drivers\kbldfltr.sys,,
kdnic,ROOT\ControlSet001\Services,,None,"@kdnic.inf,%KdNic.Service.DispName%;Microsoft Kernel Debug Network Miniport (NDIS 6.20)",Manual,KernelDriver,2025-03-10 04:54:15.9843377,,NDIS,\SystemRoot\System32\drivers\kdnic.sys,,
KeyIso,ROOT\ControlSet001\Services,"@keyiso.dll,-101",None,"@keyiso.dll,-100",Manual,Win32ShareProcess,2022-05-07 05:26:02.7999142,2022-05-07 05:25:13.7809132,,%SystemRoot%\system32\lsass.exe,%SystemRoot%\system32\keyiso.dll,
KSecDD,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2022-05-07 05:25:13.7809132,,Base,System32\Drivers\ksecdd.sys,,
KSecPkg,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2022-05-07 05:25:13.7809132,,Cryptography,System32\Drivers\ksecpkg.sys,,
KslD,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2025-03-09 06:04:32.4596819,2025-03-09 06:15:58.8065238,,system32\drivers\wd\KslD.sys,,
ksthunk,ROOT\ControlSet001\Services,,None,Kernel Streaming Thunks,Manual,KernelDriver,2025-03-10 04:54:20.6520632,,PNP Filter,\SystemRoot\system32\drivers\ksthunk.sys,,
KtmRm,ROOT\ControlSet001\Services,"@comres.dll,-2947",None,"@comres.dll,-2946",Manual,Win32ShareProcess,2022-05-07 05:26:02.7999142,2022-05-07 05:25:13.7809132,,%SystemRoot%\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p,%systemroot%\system32\msdtckrm.dll,SeChangeNotifyPrivilege
LanmanServer,ROOT\ControlSet001\Services,"@%systemroot%\system32\srvsvc.dll,-101",None,"@%systemroot%\system32\srvsvc.dll,-100",Automatic,Win32ShareProcess,2025-02-05 00:09:02.1085551,2025-03-10 04:54:23.2093935,,%SystemRoot%\system32\svchost.exe -k netsvcs -p,%SystemRoot%\system32\srvsvc.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege SeAuditPrivilege
LanmanWorkstation,ROOT\ControlSet001\Services,"@%systemroot%\system32\wkssvc.dll,-101",None,"@%systemroot%\system32\wkssvc.dll,-100",Automatic,Win32ShareProcess,2022-05-07 05:28:21.0429712,2022-05-07 05:25:13.7809132,NetworkProvider,%SystemRoot%\System32\svchost.exe -k NetworkService -p,%SystemRoot%\System32\wkssvc.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege SeAuditPrivilege
ldap,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.7809132,,,,,
lfsvc,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\lfsvc.dll,-2",None,"@%SystemRoot%\System32\lfsvc.dll,-1",Manual,Win32ShareProcess,2022-05-07 05:26:02.7999142,2022-05-07 05:25:13.7496611,,%SystemRoot%\system32\svchost.exe -k netsvcs -p,%SystemRoot%\System32\lfsvc.dll,SeImpersonatePrivilege
LicenseManager,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\licensemanagersvc.dll,-201",None,"@%SystemRoot%\system32\licensemanagersvc.dll,-200",Manual,Win32ShareProcess,2025-02-04 08:10:59.7338116,2022-05-07 05:25:13.7496611,,%SystemRoot%\System32\svchost.exe -k LocalService -p,%SystemRoot%\system32\LicenseManagerSvc.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege
lltdio,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\lltdres.dll,-6",None,"@%SystemRoot%\system32\lltdres.dll,-6",Automatic,KernelDriver,2025-02-05 00:09:01.6400706,,NDIS,system32\drivers\lltdio.sys,,
lltdsvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\lltdres.dll,-2",None,"@%SystemRoot%\system32\lltdres.dll,-1",Manual,Win32ShareProcess,2022-05-07 05:25:13.7496611,2022-05-07 05:25:13.7496611,,%SystemRoot%\System32\svchost.exe -k LocalService -p,%SystemRoot%\System32\lltdsvc.dll,SeImpersonatePrivilege SeChangeNotifyPrivilege
lmhosts,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\lmhsvc.dll,-102",None,"@%SystemRoot%\system32\lmhsvc.dll,-101",Manual,Win32ShareProcess,2022-05-07 05:26:02.7999142,2022-05-07 05:25:13.7496611,TDI,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\System32\lmhsvc.dll,SeCreateGlobalPrivilege
LSI_SAS,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:18.2927985,SCSI Miniport,System32\drivers\lsi_sas.sys,,
LSI_SAS2i,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:18.4177927,SCSI Miniport,System32\drivers\lsi_sas2i.sys,,
LSI_SAS3i,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:18.5115600,SCSI Miniport,System32\drivers\lsi_sas3i.sys,,
LSM,ROOT\ControlSet001\Services,"@%windir%\system32\lsm.dll,-1002",None,"@%windir%\system32\lsm.dll,-1001",Automatic,Win32ShareProcess,2022-05-07 05:25:13.7496611,2022-05-07 05:25:13.7496611,COM Infrastructure,%SystemRoot%\system32\svchost.exe -k DcomLaunch -p,%SystemRoot%\System32\lsm.dll,
