LastWriteTimestamp,BatchKeyPath,Guid,BatchValueName,Provider,Enabled,EnabledProperty
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{9580d7dd-0379-4658-9870-d5be7d52d6de},{9580d7dd-0379-4658-9870-d5be7d52d6de},Provider,Microsoft-Windows-WLAN-AutoConfig,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{968f313b-097f-4e09-9cdd-bc62692d138b},{968f313b-097f-4e09-9cdd-bc62692d138b},Provider,Microsoft-Windows-DirectShow-Core,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{973143dd-f3c7-4ef5-b156-544ac38c39b6},{973143dd-f3c7-4ef5-b156-544ac38c39b6},Provider,Microsoft-Windows-PerfCtrs,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{98bf1cd3-583e-4926-95ee-a61bf3f46470},{98bf1cd3-583e-4926-95ee-a61bf3f46470},Provider,Microsoft-Windows-CertificationAuthorityClient-CertCli,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{9d55b53d-449b-4824-a637-24f9d69aa02f},{9d55b53d-449b-4824-a637-24f9d69aa02f},Provider,Microsoft-Windows-Winsrv,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{9e95e4d0-4cb4-4b5d-a936-c972d7d08d90},{9e95e4d0-4cb4-4b5d-a936-c972d7d08d90},Provider,Unmapped GUID: {9e95e4d0-4cb4-4b5d-a936-c972d7d08d90},1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{a615acb9-d5a4-4738-b561-1df301d207f8},{a615acb9-d5a4-4738-b561-1df301d207f8},Provider,Microsoft-Windows-SetupQueue,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{a7975c8f-ac13-49f1-87da-5a984a4ab417},{a7975c8f-ac13-49f1-87da-5a984a4ab417},Provider,Microsoft-Windows-WinRM,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{aabf8b86-7936-4fa2-acb0-63127f879dbf},{aabf8b86-7936-4fa2-acb0-63127f879dbf},Provider,Microsoft-Windows-Diagnosis-PCW,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{aaf44901-5c64-4014-8b6c-a80813937293},{aaf44901-5c64-4014-8b6c-a80813937293},Provider,Microsoft-Windows-OcSetup,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{ad8aa069-a01b-40a0-ba40-948d1d8dedc5},{ad8aa069-a01b-40a0-ba40-948d1d8dedc5},Provider,Microsoft-Windows-WER-Diag,1,1
11/21/2010 3:46:56 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{ae4bd3be-f36f-45b6-8d21-bdd6fb832853},{ae4bd3be-f36f-45b6-8d21-bdd6fb832853},Provider,Microsoft-Windows-Audio,1,1
